instance_id,n,m,density,profit_type,alpha,greedy_profit,exact_profit,approximation_ratio,profit_gap,relative_profit_gap,greedy_feasible,exact_feasible,greedy_consistent,exact_consistent
2,9,1,sparse,correlated,0.3,4,4,1.0,0,0.0,True,True,True,True
3,9,1,sparse,correlated,0.3,7,7,1.0,0,0.0,True,True,True,True
4,9,1,sparse,correlated,0.3,3,3,1.0,0,0.0,True,True,True,True
5,9,1,sparse,correlated,0.3,18,18,1.0,0,0.0,True,True,True,True
1,9,1,sparse,correlated,0.8,5,5,1.0,0,0.0,True,True,True,True
2,9,1,sparse,correlated,0.8,11,11,1.0,0,0.0,True,True,True,True
3,9,1,sparse,correlated,0.8,21,21,1.0,0,0.0,True,True,True,True
4,9,1,sparse,correlated,0.8,12,12,1.0,0,0.0,True,True,True,True
5,9,1,sparse,correlated,0.8,51,51,1.0,0,0.0,True,True,True,True
1,9,1,sparse,anticorrelated,0.3,12,12,1.0,0,0.0,True,True,True,True
2,9,1,sparse,anticorrelated,0.3,36,36,1.0,0,0.0,True,True,True,True
3,9,1,sparse,anticorrelated,0.3,16,16,1.0,0,0.0,True,True,True,True
4,9,1,sparse,anticorrelated,0.3,14,14,1.0,0,0.0,True,True,True,True
5,9,1,sparse,anticorrelated,0.3,96,96,1.0,0,0.0,True,True,True,True
1,9,1,sparse,anticorrelated,0.8,24,24,1.0,0,0.0,True,True,True,True
2,9,1,sparse,anticorrelated,0.8,99,99,1.0,0,0.0,True,True,True,True
3,9,1,sparse,anticorrelated,0.8,48,48,1.0,0,0.0,True,True,True,True
4,9,1,sparse,anticorrelated,0.8,56,56,1.0,0,0.0,True,True,True,True
5,9,1,sparse,anticorrelated,0.8,272,272,1.0,0,0.0,True,True,True,True
1,9,2,dense,random,0.3,210,302,0.695364238410596,92,0.304635761589404,True,True,True,True
2,9,2,dense,random,0.3,354,389,0.910025706940874,35,0.08997429305912596,True,True,True,True
3,9,2,dense,random,0.3,180,260,0.6923076923076923,80,0.3076923076923077,True,True,True,True
4,9,2,dense,random,0.3,177,177,1.0,0,0.0,True,True,True,True
5,9,2,dense,random,0.3,162,250,0.648,88,0.352,True,True,True,True
1,9,2,dense,random,0.8,700,836,0.8373205741626795,136,0.16267942583732056,True,True,True,True
2,9,2,dense,random,0.8,1062,1097,0.968094804010939,35,0.03190519598906107,True,True,True,True
3,9,2,dense,random,0.8,540,774,0.6976744186046512,234,0.3023255813953488,True,True,True,True
4,9,2,dense,random,0.8,472,568,0.8309859154929577,96,0.16901408450704225,True,True,True,True
5,9,2,dense,random,0.8,567,636,0.8915094339622641,69,0.10849056603773585,True,True,True,True
1,9,2,dense,correlated,0.3,16,26,0.6153846153846154,10,0.38461538461538464,True,True,True,True
2,9,2,dense,correlated,0.3,30,30,1.0,0,0.0,True,True,True,True
3,9,2,dense,correlated,0.3,24,27,0.8888888888888888,3,0.1111111111111111,True,True,True,True
4,9,2,dense,correlated,0.3,24,27,0.8888888888888888,3,0.1111111111111111,True,True,True,True
5,9,2,dense,correlated,0.3,27,28,0.9642857142857143,1,0.03571428571428571,True,True,True,True
1,9,2,dense,correlated,0.8,56,70,0.8,14,0.2,True,True,True,True
2,9,2,dense,correlated,0.8,85,85,1.0,0,0.0,True,True,True,True
3,9,2,dense,correlated,0.8,64,76,0.8421052631578947,12,0.15789473684210525,True,True,True,True
4,9,2,dense,correlated,0.8,80,80,1.0,0,0.0,True,True,True,True
5,9,2,dense,correlated,0.8,72,84,0.8571428571428571,12,0.14285714285714285,True,True,True,True
1,9,2,dense,anticorrelated,0.3,45,67,0.6716417910447762,22,0.3283582089552239,True,True,True,True
2,9,2,dense,anticorrelated,0.3,108,108,1.0,0,0.0,True,True,True,True
3,9,2,dense,anticorrelated,0.3,57,58,0.9827586206896551,1,0.017241379310344827,True,True,True,True
4,9,2,dense,anticorrelated,0.3,60,71,0.8450704225352113,11,0.15492957746478872,True,True,True,True
5,9,2,dense,anticorrelated,0.3,63,63,1.0,0,0.0,True,True,True,True
1,9,2,dense,anticorrelated,0.8,154,186,0.8279569892473119,32,0.17204301075268819,True,True,True,True
2,9,2,dense,anticorrelated,0.8,306,306,1.0,0,0.0,True,True,True,True
3,9,2,dense,anticorrelated,0.8,152,157,0.9681528662420382,5,0.03184713375796178,True,True,True,True
4,9,2,dense,anticorrelated,0.8,200,202,0.9900990099009901,2,0.009900990099009901,True,True,True,True
5,9,2,dense,anticorrelated,0.8,168,190,0.8842105263157894,22,0.11578947368421053,True,True,True,True
1,9,2,sparse,random,0.3,141,141,1.0,0,0.0,True,True,True,True
2,9,2,sparse,random,0.3,123,235,0.5234042553191489,112,0.4765957446808511,True,True,True,True
3,9,2,sparse,random,0.3,168,205,0.8195121951219512,37,0.18048780487804877,True,True,True,True
4,9,2,sparse,random,0.3,140,234,0.5982905982905983,94,0.4017094017094017,True,True,True,True
5,9,2,sparse,random,0.3,260,260,1.0,0,0.0,True,True,True,True
1,9,2,sparse,random,0.8,470,551,0.852994555353902,81,0.147005444646098,True,True,True,True
2,9,2,sparse,random,0.8,368,623,0.5906902086677368,255,0.40930979133226325,True,True,True,True
3,9,2,sparse,random,0.8,448,708,0.632768361581921,260,0.3672316384180791,True,True,True,True
4,9,2,sparse,random,0.8,392,768,0.5104166666666666,376,0.4895833333333333,True,True,True,True
5,9,2,sparse,random,0.8,728,728,1.0,0,0.0,True,True,True,True
1,9,2,sparse,correlated,0.3,7,7,1.0,0,0.0,True,True,True,True
2,9,2,sparse,correlated,0.3,12,17,0.7058823529411765,5,0.29411764705882354,True,True,True,True
3,9,2,sparse,correlated,0.3,9,12,0.75,3,0.25,True,True,True,True
4,9,2,sparse,correlated,0.3,12,19,0.631578947368421,7,0.3684210526315789,True,True,True,True
5,9,2,sparse,correlated,0.3,7,8,0.875,1,0.125,True,True,True,True
1,9,2,sparse,correlated,0.8,25,35,0.7142857142857143,10,0.2857142857142857,True,True,True,True
2,9,2,sparse,correlated,0.8,30,42,0.7142857142857143,12,0.2857142857142857,True,True,True,True
3,9,2,sparse,correlated,0.8,27,36,0.75,9,0.25,True,True,True,True
4,9,2,sparse,correlated,0.8,48,58,0.8275862068965517,10,0.1724137931034483,True,True,True,True
5,9,2,sparse,correlated,0.8,21,26,0.8076923076923077,5,0.19230769230769232,True,True,True,True
1,9,2,sparse,anticorrelated,0.3,42,42,1.0,0,0.0,True,True,True,True
2,9,2,sparse,anticorrelated,0.3,42,84,0.5,42,0.5,True,True,True,True
3,9,2,sparse,anticorrelated,0.3,45,46,0.9782608695652174,1,0.021739130434782608,True,True,True,True
4,9,2,sparse,anticorrelated,0.3,28,39,0.717948717948718,11,0.28205128205128205,True,True,True,True
5,9,2,sparse,anticorrelated,0.3,39,45,0.8666666666666667,6,0.13333333333333333,True,True,True,True
1,9,2,sparse,anticorrelated,0.8,140,155,0.9032258064516129,15,0.0967741935483871,True,True,True,True
2,9,2,sparse,anticorrelated,0.8,112,217,0.5161290322580645,105,0.4838709677419355,True,True,True,True
3,9,2,sparse,anticorrelated,0.8,120,137,0.8759124087591241,17,0.12408759124087591,True,True,True,True
4,9,2,sparse,anticorrelated,0.8,70,93,0.7526881720430108,23,0.24731182795698925,True,True,True,True
5,9,2,sparse,anticorrelated,0.8,104,134,0.7761194029850746,30,0.22388059701492538,True,True,True,True
1,9,3,dense,random,0.3,110,153,0.7189542483660131,43,0.28104575163398693,True,True,True,True
2,9,3,dense,random,0.3,164,176,0.9318181818181818,12,0.06818181818181818,True,True,True,True
3,9,3,dense,random,0.3,288,288,1.0,0,0.0,True,True,True,True
4,9,3,dense,random,0.3,249,249,1.0,0,0.0,True,True,True,True
5,9,3,dense,random,0.3,126,192,0.65625,66,0.34375,True,True,True,True
1,9,3,dense,random,0.8,392,480,0.8166666666666667,88,0.18333333333333332,True,True,True,True
2,9,3,dense,random,0.8,410,587,0.6984667802385008,177,0.30153321976149916,True,True,True,True
3,9,3,dense,random,0.8,864,936,0.9230769230769231,72,0.07692307692307693,True,True,True,True
4,9,3,dense,random,0.8,664,664,1.0,0,0.0,True,True,True,True
5,9,3,dense,random,0.8,490,636,0.7704402515723271,146,0.22955974842767296,True,True,True,True
1,9,3,dense,correlated,0.3,15,15,1.0,0,0.0,True,True,True,True
2,9,3,dense,correlated,0.3,22,30,0.7333333333333333,8,0.26666666666666666,True,True,True,True
3,9,3,dense,correlated,0.3,30,33,0.9090909090909091,3,0.09090909090909091,True,True,True,True
4,9,3,dense,correlated,0.3,22,29,0.7586206896551724,7,0.2413793103448276,True,True,True,True
5,9,3,dense,correlated,0.3,20,26,0.7692307692307693,6,0.23076923076923078,True,True,True,True
1,9,3,dense,correlated,0.8,36,50,0.72,14,0.28,True,True,True,True
2,9,3,dense,correlated,0.8,66,86,0.7674418604651163,20,0.23255813953488372,True,True,True,True
3,9,3,dense,correlated,0.8,81,90,0.9,9,0.1,True,True,True,True
4,9,3,dense,correlated,0.8,63,78,0.8076923076923077,15,0.19230769230769232,True,True,True,True
5,9,3,dense,correlated,0.8,68,76,0.8947368421052632,8,0.10526315789473684,True,True,True,True
1,9,3,dense,anticorrelated,0.3,34,48,0.7083333333333334,14,0.2916666666666667,True,True,True,True
2,9,3,dense,anticorrelated,0.3,48,63,0.7619047619047619,15,0.23809523809523808,True,True,True,True
3,9,3,dense,anticorrelated,0.3,57,57,1.0,0,0.0,True,True,True,True
4,9,3,dense,anticorrelated,0.3,36,50,0.72,14,0.28,True,True,True,True
5,9,3,dense,anticorrelated,0.3,64,72,0.8888888888888888,8,0.1111111111111111,True,True,True,True
1,9,3,dense,anticorrelated,0.8,112,137,0.8175182481751825,25,0.18248175182481752,True,True,True,True
2,9,3,dense,anticorrelated,0.8,132,186,0.7096774193548387,54,0.2903225806451613,True,True,True,True
3,9,3,dense,anticorrelated,0.8,171,185,0.9243243243243243,14,0.07567567567567568,True,True,True,True
4,9,3,dense,anticorrelated,0.8,112,134,0.835820895522388,22,0.16417910447761194,True,True,True,True
5,9,3,dense,anticorrelated,0.8,176,196,0.8979591836734694,20,0.10204081632653061,True,True,True,True
1,9,3,sparse,random,0.3,246,246,1.0,0,0.0,True,True,True,True
2,9,3,sparse,random,0.3,558,558,1.0,0,0.0,True,True,True,True
3,9,3,sparse,random,0.3,76,140,0.5428571428571428,64,0.45714285714285713,True,True,True,True
4,9,3,sparse,random,0.3,147,206,0.7135922330097088,59,0.28640776699029125,True,True,True,True
5,9,3,sparse,random,0.3,111,178,0.6235955056179775,67,0.37640449438202245,True,True,True,True
1,9,3,sparse,random,0.8,820,868,0.9447004608294931,48,0.055299539170506916,True,True,True,True
2,9,3,sparse,random,0.8,1488,1585,0.938801261829653,97,0.061198738170347,True,True,True,True
3,9,3,sparse,random,0.8,268,536,0.5,268,0.5,True,True,True,True
4,9,3,sparse,random,0.8,392,569,0.6889279437609842,177,0.3110720562390158,True,True,True,True
5,9,3,sparse,random,0.8,336,624,0.5384615384615384,288,0.46153846153846156,True,True,True,True
1,9,3,sparse,correlated,0.3,18,18,1.0,0,0.0,True,True,True,True
2,9,3,sparse,correlated,0.3,15,15,1.0,0,0.0,True,True,True,True
3,9,3,sparse,correlated,0.3,11,12,0.9166666666666666,1,0.08333333333333333,True,True,True,True
4,9,3,sparse,correlated,0.3,8,11,0.7272727272727273,3,0.2727272727272727,True,True,True,True
5,9,3,sparse,correlated,0.3,10,15,0.6666666666666666,5,0.3333333333333333,True,True,True,True
1,9,3,sparse,correlated,0.8,60,67,0.8955223880597015,7,0.1044776119402985,True,True,True,True
2,9,3,sparse,correlated,0.8,40,50,0.8,10,0.2,True,True,True,True
3,9,3,sparse,correlated,0.8,44,51,0.8627450980392157,7,0.13725490196078433,True,True,True,True
4,9,3,sparse,correlated,0.8,20,40,0.5,20,0.5,True,True,True,True
5,9,3,sparse,correlated,0.8,24,41,0.5853658536585366,17,0.4146341463414634,True,True,True,True
1,9,3,sparse,anticorrelated,0.3,63,63,1.0,0,0.0,True,True,True,True
2,9,3,sparse,anticorrelated,0.3,84,84,1.0,0,0.0,True,True,True,True
3,9,3,sparse,anticorrelated,0.3,16,24,0.6666666666666666,8,0.3333333333333333,True,True,True,True
4,9,3,sparse,anticorrelated,0.3,54,69,0.782608695652174,15,0.21739130434782608,True,True,True,True
5,9,3,sparse,anticorrelated,0.3,20,37,0.5405405405405406,17,0.4594594594594595,True,True,True,True
1,9,3,sparse,anticorrelated,0.8,210,228,0.9210526315789473,18,0.07894736842105263,True,True,True,True
2,9,3,sparse,anticorrelated,0.8,224,243,0.9218106995884774,19,0.07818930041152264,True,True,True,True
3,9,3,sparse,anticorrelated,0.8,64,90,0.7111111111111111,26,0.28888888888888886,True,True,True,True
4,9,3,sparse,anticorrelated,0.8,144,192,0.75,48,0.25,True,True,True,True
5,9,3,sparse,anticorrelated,0.8,68,105,0.6476190476190476,37,0.3523809523809524,True,True,True,True
1,10,1,dense,random,0.3,390,390,1.0,0,0.0,True,True,True,True
2,10,1,dense,random,0.3,196,208,0.9423076923076923,12,0.057692307692307696,True,True,True,True
3,10,1,dense,random,0.3,819,819,1.0,0,0.0,True,True,True,True
4,10,1,dense,random,0.3,258,293,0.8805460750853242,35,0.11945392491467577,True,True,True,True
5,10,1,dense,random,0.3,396,396,1.0,0,0.0,True,True,True,True
1,10,1,dense,random,0.8,1170,1170,1.0,0,0.0,True,True,True,True
2,10,1,dense,random,0.8,588,600,0.98,12,0.02,True,True,True,True
3,10,1,dense,random,0.8,2184,2184,1.0,0,0.0,True,True,True,True
4,10,1,dense,random,0.8,860,860,1.0,0,0.0,True,True,True,True
5,10,1,dense,random,0.8,1188,1188,1.0,0,0.0,True,True,True,True
1,10,1,dense,correlated,0.3,24,24,1.0,0,0.0,True,True,True,True
2,10,1,dense,correlated,0.3,18,18,1.0,0,0.0,True,True,True,True
3,10,1,dense,correlated,0.3,54,54,1.0,0,0.0,True,True,True,True
4,10,1,dense,correlated,0.3,21,22,0.9545454545454546,1,0.045454545454545456,True,True,True,True
5,10,1,dense,correlated,0.3,24,25,0.96,1,0.04,True,True,True,True
1,10,1,dense,correlated,0.8,72,72,1.0,0,0.0,True,True,True,True
2,10,1,dense,correlated,0.8,50,50,1.0,0,0.0,True,True,True,True
3,10,1,dense,correlated,0.8,150,150,1.0,0,0.0,True,True,True,True
4,10,1,dense,correlated,0.8,70,70,1.0,0,0.0,True,True,True,True
5,10,1,dense,correlated,0.8,72,72,1.0,0,0.0,True,True,True,True
1,10,1,dense,anticorrelated,0.3,102,102,1.0,0,0.0,True,True,True,True
2,10,1,dense,anticorrelated,0.3,135,135,1.0,0,0.0,True,True,True,True
3,10,1,dense,anticorrelated,0.3,171,171,1.0,0,0.0,True,True,True,True
4,10,1,dense,anticorrelated,0.3,84,84,1.0,0,0.0,True,True,True,True
5,10,1,dense,anticorrelated,0.3,108,108,1.0,0,0.0,True,True,True,True
1,10,1,dense,anticorrelated,0.8,306,306,1.0,0,0.0,True,True,True,True
2,10,1,dense,anticorrelated,0.8,375,375,1.0,0,0.0,True,True,True,True
3,10,1,dense,anticorrelated,0.8,475,475,1.0,0,0.0,True,True,True,True
4,10,1,dense,anticorrelated,0.8,240,240,1.0,0,0.0,True,True,True,True
5,10,1,dense,anticorrelated,0.8,288,288,1.0,0,0.0,True,True,True,True
1,10,1,sparse,random,0.3,21,21,1.0,0,0.0,True,True,True,True
2,10,1,sparse,random,0.3,59,70,0.8428571428571429,11,0.15714285714285714,True,True,True,True
3,10,1,sparse,random,0.3,70,70,1.0,0,0.0,True,True,True,True
4,10,1,sparse,random,0.3,180,180,1.0,0,0.0,True,True,True,True
5,10,1,sparse,random,0.3,410,410,1.0,0,0.0,True,True,True,True
1,10,1,sparse,random,0.8,196,196,1.0,0,0.0,True,True,True,True
2,10,1,sparse,random,0.8,236,236,1.0,0,0.0,True,True,True,True
3,10,1,sparse,random,0.8,245,245,1.0,0,0.0,True,True,True,True
4,10,1,sparse,random,0.8,480,480,1.0,0,0.0,True,True,True,True
5,10,1,sparse,random,0.8,1066,1066,1.0,0,0.0,True,True,True,True
1,10,1,sparse,correlated,0.3,3,3,1.0,0,0.0,True,True,True,True
2,10,1,sparse,correlated,0.3,10,10,1.0,0,0.0,True,True,True,True
3,10,1,sparse,correlated,0.3,8,8,1.0,0,0.0,True,True,True,True
4,10,1,sparse,correlated,0.3,12,12,1.0,0,0.0,True,True,True,True
5,10,1,sparse,correlated,0.3,25,25,1.0,0,0.0,True,True,True,True
1,10,1,sparse,correlated,0.8,12,12,1.0,0,0.0,True,True,True,True
2,10,1,sparse,correlated,0.8,20,25,0.8,5,0.2,True,True,True,True
3,10,1,sparse,correlated,0.8,16,20,0.8,4,0.2,True,True,True,True
4,10,1,sparse,correlated,0.8,36,36,1.0,0,0.0,True,True,True,True
5,10,1,sparse,correlated,0.8,65,65,1.0,0,0.0,True,True,True,True
1,10,1,sparse,anticorrelated,0.3,14,14,1.0,0,0.0,True,True,True,True
2,10,1,sparse,anticorrelated,0.3,50,50,1.0,0,0.0,True,True,True,True
3,10,1,sparse,anticorrelated,0.3,39,39,1.0,0,0.0,True,True,True,True
4,10,1,sparse,anticorrelated,0.3,51,51,1.0,0,0.0,True,True,True,True
5,10,1,sparse,anticorrelated,0.3,90,90,1.0,0,0.0,True,True,True,True
1,10,1,sparse,anticorrelated,0.8,56,56,1.0,0,0.0,True,True,True,True
2,10,1,sparse,anticorrelated,0.8,130,130,1.0,0,0.0,True,True,True,True
3,10,1,sparse,anticorrelated,0.8,104,104,1.0,0,0.0,True,True,True,True
4,10,1,sparse,anticorrelated,0.8,153,153,1.0,0,0.0,True,True,True,True
5,10,1,sparse,anticorrelated,0.8,234,234,1.0,0,0.0,True,True,True,True
1,10,2,dense,random,0.3,552,552,1.0,0,0.0,True,True,True,True
2,10,2,dense,random,0.3,546,546,1.0,0,0.0,True,True,True,True
3,10,2,dense,random,0.3,492,504,0.9761904761904762,12,0.023809523809523808,True,True,True,True
4,10,2,dense,random,0.3,192,218,0.8807339449541285,26,0.11926605504587157,True,True,True,True
5,10,2,dense,random,0.3,198,254,0.7795275590551181,56,0.2204724409448819,True,True,True,True
1,10,2,dense,random,0.8,1656,1656,1.0,0,0.0,True,True,True,True
2,10,2,dense,random,0.8,1547,1547,1.0,0,0.0,True,True,True,True
3,10,2,dense,random,0.8,1394,1430,0.9748251748251748,36,0.025174825174825177,True,True,True,True
4,10,2,dense,random,0.8,576,635,0.9070866141732283,59,0.09291338582677165,True,True,True,True
5,10,2,dense,random,0.8,581,698,0.832378223495702,117,0.167621776504298,True,True,True,True
1,10,2,dense,correlated,0.3,42,42,1.0,0,0.0,True,True,True,True
2,10,2,dense,correlated,0.3,49,49,1.0,0,0.0,True,True,True,True
3,10,2,dense,correlated,0.3,35,35,1.0,0,0.0,True,True,True,True
4,10,2,dense,correlated,0.3,22,24,0.9166666666666666,2,0.08333333333333333,True,True,True,True
5,10,2,dense,correlated,0.3,24,24,1.0,0,0.0,True,True,True,True
1,10,2,dense,correlated,0.8,126,126,1.0,0,0.0,True,True,True,True
2,10,2,dense,correlated,0.8,133,133,1.0,0,0.0,True,True,True,True
3,10,2,dense,correlated,0.8,100,100,1.0,0,0.0,True,True,True,True
4,10,2,dense,correlated,0.8,77,77,1.0,0,0.0,True,True,True,True
5,10,2,dense,correlated,0.8,72,81,0.8888888888888888,9,0.1111111111111111,True,True,True,True
1,10,2,dense,anticorrelated,0.3,138,138,1.0,0,0.0,True,True,True,True
2,10,2,dense,anticorrelated,0.3,147,147,1.0,0,0.0,True,True,True,True
3,10,2,dense,anticorrelated,0.3,140,140,1.0,0,0.0,True,True,True,True
4,10,2,dense,anticorrelated,0.3,75,75,1.0,0,0.0,True,True,True,True
5,10,2,dense,anticorrelated,0.3,30,36,0.8333333333333334,6,0.16666666666666666,True,True,True,True
1,10,2,dense,anticorrelated,0.8,414,414,1.0,0,0.0,True,True,True,True
2,10,2,dense,anticorrelated,0.8,399,399,1.0,0,0.0,True,True,True,True
3,10,2,dense,anticorrelated,0.8,400,400,1.0,0,0.0,True,True,True,True
4,10,2,dense,anticorrelated,0.8,210,210,1.0,0,0.0,True,True,True,True
5,10,2,dense,anticorrelated,0.8,90,104,0.8653846153846154,14,0.1346153846153846,True,True,True,True
1,10,2,sparse,random,0.3,81,161,0.5031055900621118,80,0.4968944099378882,True,True,True,True
2,10,2,sparse,random,0.3,177,231,0.7662337662337663,54,0.23376623376623376,True,True,True,True
3,10,2,sparse,random,0.3,410,514,0.7976653696498055,104,0.20233463035019456,True,True,True,True
4,10,2,sparse,random,0.3,90,188,0.4787234042553192,98,0.5212765957446809,True,True,True,True
5,10,2,sparse,random,0.3,210,399,0.5263157894736842,189,0.47368421052631576,True,True,True,True
1,10,2,sparse,random,0.8,320,601,0.5324459234608985,281,0.46755407653910147,True,True,True,True
2,10,2,sparse,random,0.8,590,734,0.8038147138964578,144,0.19618528610354224,True,True,True,True
3,10,2,sparse,random,0.8,1230,1542,0.7976653696498055,312,0.20233463035019456,True,True,True,True
4,10,2,sparse,random,0.8,324,628,0.5159235668789809,304,0.4840764331210191,True,True,True,True
5,10,2,sparse,random,0.8,560,1064,0.5263157894736842,504,0.47368421052631576,True,True,True,True
1,10,2,sparse,correlated,0.3,7,13,0.5384615384615384,6,0.46153846153846156,True,True,True,True
2,10,2,sparse,correlated,0.3,12,18,0.6666666666666666,6,0.3333333333333333,True,True,True,True
3,10,2,sparse,correlated,0.3,18,26,0.6923076923076923,8,0.3076923076923077,True,True,True,True
4,10,2,sparse,correlated,0.3,21,23,0.9130434782608695,2,0.08695652173913043,True,True,True,True
5,10,2,sparse,correlated,0.3,8,12,0.6666666666666666,4,0.3333333333333333,True,True,True,True
1,10,2,sparse,correlated,0.8,24,46,0.5217391304347826,22,0.4782608695652174,True,True,True,True
2,10,2,sparse,correlated,0.8,32,56,0.5714285714285714,24,0.42857142857142855,True,True,True,True
3,10,2,sparse,correlated,0.8,48,72,0.6666666666666666,24,0.3333333333333333,True,True,True,True
4,10,2,sparse,correlated,0.8,63,71,0.8873239436619719,8,0.11267605633802817,True,True,True,True
5,10,2,sparse,correlated,0.8,24,36,0.6666666666666666,12,0.3333333333333333,True,True,True,True
1,10,2,sparse,anticorrelated,0.3,32,52,0.6153846153846154,20,0.38461538461538464,True,True,True,True
2,10,2,sparse,anticorrelated,0.3,54,72,0.75,18,0.25,True,True,True,True
3,10,2,sparse,anticorrelated,0.3,84,144,0.5833333333333334,60,0.4166666666666667,True,True,True,True
4,10,2,sparse,anticorrelated,0.3,57,71,0.8028169014084507,14,0.19718309859154928,True,True,True,True
5,10,2,sparse,anticorrelated,0.3,65,77,0.8441558441558441,12,0.15584415584415584,True,True,True,True
1,10,2,sparse,anticorrelated,0.8,112,192,0.5833333333333334,80,0.4166666666666667,True,True,True,True
2,10,2,sparse,anticorrelated,0.8,144,216,0.6666666666666666,72,0.3333333333333333,True,True,True,True
3,10,2,sparse,anticorrelated,0.8,224,384,0.5833333333333334,160,0.4166666666666667,True,True,True,True
4,10,2,sparse,anticorrelated,0.8,171,227,0.7533039647577092,56,0.24669603524229075,True,True,True,True
5,10,2,sparse,anticorrelated,0.8,182,218,0.8348623853211009,36,0.1651376146788991,True,True,True,True
1,10,3,dense,random,0.3,196,196,1.0,0,0.0,True,True,True,True
2,10,3,dense,random,0.3,258,269,0.9591078066914498,11,0.040892193308550186,True,True,True,True
3,10,3,dense,random,0.3,192,225,0.8533333333333334,33,0.14666666666666667,True,True,True,True
4,10,3,dense,random,0.3,246,246,1.0,0,0.0,True,True,True,True
5,10,3,dense,random,0.3,276,278,0.9928057553956835,2,0.007194244604316547,True,True,True,True
1,10,3,dense,random,0.8,588,600,0.98,12,0.02,True,True,True,True
2,10,3,dense,random,0.8,780,836,0.9330143540669856,56,0.06698564593301436,True,True,True,True
3,10,3,dense,random,0.8,576,636,0.9056603773584906,60,0.09433962264150944,True,True,True,True
4,10,3,dense,random,0.8,738,754,0.9787798408488063,16,0.021220159151193633,True,True,True,True
5,10,3,dense,random,0.8,736,826,0.8910411622276029,90,0.1089588377723971,True,True,True,True
1,10,3,dense,correlated,0.3,16,20,0.8,4,0.2,True,True,True,True
2,10,3,dense,correlated,0.3,36,40,0.9,4,0.1,True,True,True,True
3,10,3,dense,correlated,0.3,26,30,0.8666666666666667,4,0.13333333333333333,True,True,True,True
4,10,3,dense,correlated,0.3,28,31,0.9032258064516129,3,0.0967741935483871,True,True,True,True
5,10,3,dense,correlated,0.3,24,26,0.9230769230769231,2,0.07692307692307693,True,True,True,True
1,10,3,dense,correlated,0.8,48,63,0.7619047619047619,15,0.23809523809523808,True,True,True,True
2,10,3,dense,correlated,0.8,90,114,0.7894736842105263,24,0.21052631578947367,True,True,True,True
3,10,3,dense,correlated,0.8,91,95,0.9578947368421052,4,0.042105263157894736,True,True,True,True
4,10,3,dense,correlated,0.8,98,102,0.9607843137254902,4,0.0392156862745098,True,True,True,True
5,10,3,dense,correlated,0.8,77,91,0.8461538461538461,14,0.15384615384615385,True,True,True,True
1,10,3,dense,anticorrelated,0.3,64,67,0.9552238805970149,3,0.04477611940298507,True,True,True,True
2,10,3,dense,anticorrelated,0.3,88,88,1.0,0,0.0,True,True,True,True
3,10,3,dense,anticorrelated,0.3,36,52,0.6923076923076923,16,0.3076923076923077,True,True,True,True
4,10,3,dense,anticorrelated,0.3,42,57,0.7368421052631579,15,0.2631578947368421,True,True,True,True
5,10,3,dense,anticorrelated,0.3,33,43,0.7674418604651163,10,0.23255813953488372,True,True,True,True
1,10,3,dense,anticorrelated,0.8,192,208,0.9230769230769231,16,0.07692307692307693,True,True,True,True
2,10,3,dense,anticorrelated,0.8,220,229,0.9606986899563319,9,0.039301310043668124,True,True,True,True
3,10,3,dense,anticorrelated,0.8,119,142,0.8380281690140845,23,0.1619718309859155,True,True,True,True
4,10,3,dense,anticorrelated,0.8,147,186,0.7903225806451613,39,0.20967741935483872,True,True,True,True
5,10,3,dense,anticorrelated,0.8,112,128,0.875,16,0.125,True,True,True,True
1,10,3,sparse,random,0.3,390,473,0.8245243128964059,83,0.17547568710359407,True,True,True,True
2,10,3,sparse,random,0.3,294,318,0.9245283018867925,24,0.07547169811320754,True,True,True,True
3,10,3,sparse,random,0.3,279,340,0.8205882352941176,61,0.17941176470588235,True,True,True,True
4,10,3,sparse,random,0.3,52,52,1.0,0,0.0,True,True,True,True
5,10,3,sparse,random,0.3,114,205,0.5560975609756098,91,0.44390243902439025,True,True,True,True
1,10,3,sparse,random,0.8,1092,1529,0.7141922825376062,437,0.2858077174623937,True,True,True,True
2,10,3,sparse,random,0.8,784,993,0.7895266868076536,209,0.2104733131923464,True,True,True,True
3,10,3,sparse,random,0.8,744,988,0.7530364372469636,244,0.24696356275303644,True,True,True,True
4,10,3,sparse,random,0.8,208,240,0.8666666666666667,32,0.13333333333333333,True,True,True,True
5,10,3,sparse,random,0.8,380,634,0.5993690851735016,254,0.40063091482649843,True,True,True,True
1,10,3,sparse,correlated,0.3,30,31,0.967741935483871,1,0.03225806451612903,True,True,True,True
2,10,3,sparse,correlated,0.3,8,16,0.5,8,0.5,True,True,True,True
3,10,3,sparse,correlated,0.3,24,30,0.8,6,0.2,True,True,True,True
4,10,3,sparse,correlated,0.3,1,1,1.0,0,0.0,True,True,True,True
5,10,3,sparse,correlated,0.3,10,13,0.7692307692307693,3,0.23076923076923078,True,True,True,True
1,10,3,sparse,correlated,0.8,84,91,0.9230769230769231,7,0.07692307692307693,True,True,True,True
2,10,3,sparse,correlated,0.8,32,61,0.5245901639344263,29,0.47540983606557374,True,True,True,True
3,10,3,sparse,correlated,0.8,72,90,0.8,18,0.2,True,True,True,True
4,10,3,sparse,correlated,0.8,18,32,0.5625,14,0.4375,True,True,True,True
