instance_id,n,m,density,profit_type,alpha,greedy_profit,exact_profit,approximation_ratio,profit_gap,relative_profit_gap,greedy_feasible,exact_feasible,greedy_consistent,exact_consistent
5,10,3,sparse,correlated,0.8,30,39,0.7692307692307693,9,0.23076923076923078,True,True,True,True
1,10,3,sparse,anticorrelated,0.3,110,122,0.9016393442622951,12,0.09836065573770492,True,True,True,True
2,10,3,sparse,anticorrelated,0.3,48,72,0.6666666666666666,24,0.3333333333333333,True,True,True,True
3,10,3,sparse,anticorrelated,0.3,63,80,0.7875,17,0.2125,True,True,True,True
4,10,3,sparse,anticorrelated,0.3,11,11,1.0,0,0.0,True,True,True,True
5,10,3,sparse,anticorrelated,0.3,28,48,0.5833333333333334,20,0.4166666666666667,True,True,True,True
1,10,3,sparse,anticorrelated,0.8,308,366,0.8415300546448088,58,0.15846994535519127,True,True,True,True
2,10,3,sparse,anticorrelated,0.8,128,241,0.5311203319502075,113,0.46887966804979253,True,True,True,True
3,10,3,sparse,anticorrelated,0.8,189,236,0.8008474576271186,47,0.19915254237288135,True,True,True,True
4,10,3,sparse,anticorrelated,0.8,36,66,0.5454545454545454,30,0.45454545454545453,True,True,True,True
5,10,3,sparse,anticorrelated,0.8,70,130,0.5384615384615384,60,0.46153846153846156,True,True,True,True
