n,m,density,profit_type,alpha,num_instances,avg_ratio,min_ratio,max_ratio,num_optimal,exact_rate,avg_profit_gap,min_profit_gap,max_profit_gap,avg_relative_profit_gap,min_relative_profit_gap,max_relative_profit_gap,greedy_feasible_count,exact_feasible_count,greedy_consistent_count,exact_consistent_count
8,3,dense,anticorrelated,0.8,30,0.8875077701110036,0.6881720430107527,1.0,5,0.16666666666666666,12.033333333333333,0,31,0.11249222988899632,0.0,0.3118279569892473,30,30,30,30
8,3,dense,correlated,0.3,30,0.810323256247001,0.5263157894736842,1.0,7,0.23333333333333334,3.566666666666667,0,10,0.189676743752999,0.0,0.47368421052631576,30,30,30,30
8,3,dense,correlated,0.8,30,0.8754100778807618,0.7017543859649122,1.0,5,0.16666666666666666,6.966666666666667,0,18,0.1245899221192382,0.0,0.2982456140350877,30,30,30,30
8,3,dense,random,0.3,30,0.8635580602058853,0.5082872928176796,1.0,12,0.4,22.6,0,95,0.1364419397941148,0.0,0.49171270718232046,30,30,30,30
8,3,dense,random,0.8,30,0.8948074068682106,0.7052023121387283,1.0,8,0.26666666666666666,54.2,0,189,0.10519259313178939,0.0,0.2947976878612717,30,30,30,30
8,3,sparse,anticorrelated,0.3,30,0.7102563673065883,0.36,1.0,8,0.26666666666666666,17.0,0,46,0.2897436326934116,0.0,0.64,30,30,30,30
8,3,sparse,anticorrelated,0.8,30,0.6485028881661473,0.3516483516483517,1.0,1,0.03333333333333333,57.56666666666667,0,138,0.35149711183385274,0.0,0.6483516483516484,30,30,30,30
8,3,sparse,correlated,0.3,30,0.8046829322756435,0.4666666666666667,1.0,7,0.23333333333333334,2.8333333333333335,0,12,0.1953170677243567,0.0,0.5333333333333333,30,30,30,30
8,3,sparse,correlated,0.8,30,0.7040322982990621,0.4444444444444444,0.9655172413793104,0,0.0,11.333333333333334,1,30,0.29596770170093795,0.034482758620689655,0.5555555555555556,30,30,30,30
8,3,sparse,random,0.3,30,0.7915762888611372,0.4107883817427386,1.0,11,0.36666666666666664,38.833333333333336,0,142,0.20842371113886268,0.0,0.5892116182572614,30,30,30,30
8,3,sparse,random,0.8,30,0.7064159777690223,0.43209876543209874,1.0,3,0.1,178.26666666666668,0,440,0.2935840222309777,0.0,0.5679012345679012,30,30,30,30
9,1,dense,anticorrelated,0.3,30,1.0,1.0,1.0,30,1.0,0.0,0,0,0.0,0.0,0.0,30,30,30,30
